time,value
2024-01-05 18:30:00+08:00,667178.1333333333
2024-01-05 18:31:00+08:00,652735.4333333333
2024-01-05 18:32:00+08:00,601871.0
2024-01-05 18:33:00+08:00,659356.3166666667
2024-01-05 18:34:00+08:00,604990.55
2024-01-05 18:35:00+08:00,627294.15
2024-01-05 18:36:00+08:00,685271.05
2024-01-05 18:37:00+08:00,723786.9833333333
2024-01-05 18:38:00+08:00,731823.6666666666
2024-01-05 18:39:00+08:00,705033.4666666667
2024-01-05 18:40:00+08:00,697851.35
2024-01-05 18:41:00+08:00,720187.6833333333
2024-01-05 18:42:00+08:00,680532.8166666667
2024-01-05 18:43:00+08:00,712481.9666666667
2024-01-05 18:44:00+08:00,689877.35
2024-01-05 18:45:00+08:00,624569.8
2024-01-05 18:46:00+08:00,678820.95
2024-01-05 18:47:00+08:00,691852.0
2024-01-05 18:48:00+08:00,695269.9666666667
2024-01-05 18:49:00+08:00,641398.8666666667
2024-01-05 18:50:00+08:00,642679.6
2024-01-05 18:51:00+08:00,633652.2
2024-01-05 18:52:00+08:00,583413.1833333333
2024-01-05 18:53:00+08:00,602327.15
2024-01-05 18:54:00+08:00,634940.35
2024-01-05 18:55:00+08:00,605284.6833333333
2024-01-05 18:56:00+08:00,598911.9
2024-01-05 18:57:00+08:00,605437.1166666667
2024-01-05 18:58:00+08:00,631304.8833333333
2024-01-05 18:59:00+08:00,600473.35
2024-01-05 19:00:00+08:00,528094.95
2024-01-05 19:01:00+08:00,508900.85
2024-01-05 19:02:00+08:00,543042.8
2024-01-05 19:03:00+08:00,529825.35
2024-01-05 19:04:00+08:00,517827.25
2024-01-05 19:05:00+08:00,643860.2333333333
2024-01-05 19:06:00+08:00,604755.4166666666
2024-01-05 19:07:00+08:00,558152.0833333334
2024-01-05 19:08:00+08:00,596517.7166666667
2024-01-05 19:09:00+08:00,592299.9833333333
2024-01-05 19:10:00+08:00,550287.5166666667
2024-01-05 19:11:00+08:00,595951.0666666667
2024-01-05 19:12:00+08:00,558113.25
2024-01-05 19:13:00+08:00,585004.2833333333
2024-01-05 19:14:00+08:00,548557.1
2024-01-05 19:15:00+08:00,525159.7666666667
2024-01-05 19:16:00+08:00,587159.7666666667
2024-01-05 19:17:00+08:00,580893.9333333333
2024-01-05 19:18:00+08:00,510562.4
2024-01-05 19:19:00+08:00,512287.01666666666
2024-01-05 19:20:00+08:00,509161.51666666666
2024-01-05 19:21:00+08:00,502781.95
2024-01-05 19:22:00+08:00,512143.6666666667
2024-01-05 19:23:00+08:00,539750.15
2024-01-05 19:24:00+08:00,588424.1333333333
2024-01-05 19:25:00+08:00,536603.4666666667
2024-01-05 19:26:00+08:00,572817.7
2024-01-05 19:27:00+08:00,589549.6166666667
2024-01-05 19:28:00+08:00,623432.4166666666
2024-01-05 19:29:00+08:00,651810.6666666666
2024-01-05 19:30:00+08:00,641121.0
2024-01-05 19:31:00+08:00,600150.6833333333
2024-01-05 19:32:00+08:00,638698.6666666666
2024-01-05 19:33:00+08:00,606251.9333333333
2024-01-05 19:34:00+08:00,636518.9
2024-01-05 19:35:00+08:00,578428.2666666667
2024-01-05 19:36:00+08:00,608913.8
2024-01-05 19:37:00+08:00,595249.8166666667
2024-01-05 19:38:00+08:00,616278.6833333333
2024-01-05 19:39:00+08:00,632686.5
2024-01-05 19:40:00+08:00,666025.45
2024-01-05 19:41:00+08:00,670541.7833333333
2024-01-05 19:42:00+08:00,650632.2833333333
2024-01-05 19:43:00+08:00,663791.6833333333
2024-01-05 19:44:00+08:00,649129.6666666666
2024-01-05 19:45:00+08:00,758027.5666666667
2024-01-05 19:46:00+08:00,709794.9
2024-01-05 19:47:00+08:00,692164.65
2024-01-05 19:48:00+08:00,688459.0666666667
2024-01-05 19:49:00+08:00,634682.7333333333
2024-01-05 19:50:00+08:00,627174.85
2024-01-05 19:51:00+08:00,645716.1333333333
2024-01-05 19:52:00+08:00,644902.5666666667
2024-01-05 19:53:00+08:00,541960.0166666667
2024-01-05 19:54:00+08:00,658208.0833333334
2024-01-05 19:55:00+08:00,731868.5
2024-01-05 19:56:00+08:00,660618.2
2024-01-05 19:57:00+08:00,594511.0666666667
2024-01-05 19:58:00+08:00,583735.2666666667
2024-01-05 19:59:00+08:00,630775.3333333334
2024-01-05 20:00:00+08:00,627076.2333333333
2024-01-05 20:01:00+08:00,619732.8833333333
2024-01-05 20:02:00+08:00,608844.9833333333
2024-01-05 20:03:00+08:00,639651.6666666666
2024-01-05 20:04:00+08:00,649484.1666666666
2024-01-05 20:05:00+08:00,608067.45
2024-01-05 20:06:00+08:00,642580.6333333333
2024-01-05 20:07:00+08:00,707973.2166666667
2024-01-05 20:08:00+08:00,710102.6
2024-01-05 20:09:00+08:00,676401.0833333334
2024-01-05 20:10:00+08:00,674999.0833333334
2024-01-05 20:11:00+08:00,604510.3666666667
2024-01-05 20:12:00+08:00,638453.05
2024-01-05 20:13:00+08:00,659398.9333333333
2024-01-05 20:14:00+08:00,743158.4666666667
2024-01-05 20:15:00+08:00,660221.8833333333
2024-01-05 20:16:00+08:00,685020.0833333334
2024-01-05 20:17:00+08:00,744034.65
2024-01-05 20:18:00+08:00,740459.2833333333
2024-01-05 20:19:00+08:00,699232.0666666667
2024-01-05 20:20:00+08:00,668408.0333333333
2024-01-05 20:21:00+08:00,669576.1
2024-01-05 20:22:00+08:00,633578.95
2024-01-05 20:23:00+08:00,675948.1833333333
2024-01-05 20:24:00+08:00,697869.1
2024-01-05 20:25:00+08:00,639445.35
2024-01-05 20:26:00+08:00,646558.1833333333
2024-01-05 20:27:00+08:00,679035.25
2024-01-05 20:28:00+08:00,691024.65
2024-01-05 20:29:00+08:00,681294.3166666667
2024-01-05 20:30:00+08:00,713676.65
2024-01-05 20:31:00+08:00,703180.4
2024-01-05 20:32:00+08:00,648502.1333333333
2024-01-05 20:33:00+08:00,642498.3333333334
2024-01-05 20:34:00+08:00,626803.9166666666
2024-01-05 20:35:00+08:00,619009.6666666666
2024-01-05 20:36:00+08:00,601764.5
2024-01-05 20:37:00+08:00,638898.2
2024-01-05 20:38:00+08:00,599115.55
2024-01-05 20:39:00+08:00,608477.3666666667
2024-01-05 20:40:00+08:00,641474.75
2024-01-05 20:41:00+08:00,644135.7833333333
2024-01-05 20:42:00+08:00,650096.6
2024-01-05 20:43:00+08:00,655338.1166666667
2024-01-05 20:44:00+08:00,638028.1666666666
2024-01-05 20:45:00+08:00,644176.0166666667
2024-01-05 20:46:00+08:00,636274.8833333333
2024-01-05 20:47:00+08:00,686793.0666666667
2024-01-05 20:48:00+08:00,747390.1833333333
2024-01-05 20:49:00+08:00,718354.4
2024-01-05 20:50:00+08:00,691094.3333333334
2024-01-05 20:51:00+08:00,629463.8666666667
2024-01-05 20:52:00+08:00,662033.3833333333
2024-01-05 20:53:00+08:00,659370.3
2024-01-05 20:54:00+08:00,605120.0666666667
2024-01-05 20:55:00+08:00,655451.35
2024-01-05 20:56:00+08:00,682931.4333333333
2024-01-05 20:57:00+08:00,666446.8
2024-01-05 20:58:00+08:00,627576.95
2024-01-05 20:59:00+08:00,611155.2166666667
2024-01-05 21:00:00+08:00,557212.4833333333
2024-01-05 21:01:00+08:00,589599.35
2024-01-05 21:02:00+08:00,566943.7
2024-01-05 21:03:00+08:00,597655.0666666667
2024-01-05 21:04:00+08:00,593837.5666666667
2024-01-05 21:05:00+08:00,609736.6
2024-01-05 21:06:00+08:00,611190.3
2024-01-05 21:07:00+08:00,638419.1333333333
2024-01-05 21:08:00+08:00,632752.15
2024-01-05 21:09:00+08:00,650405.6333333333
2024-01-05 21:10:00+08:00,571117.3833333333
2024-01-05 21:11:00+08:00,632122.1666666666
2024-01-05 21:12:00+08:00,665194.95
2024-01-05 21:13:00+08:00,626464.35
2024-01-05 21:14:00+08:00,557920.6833333333
2024-01-05 21:15:00+08:00,628875.0166666667
2024-01-05 21:16:00+08:00,580649.5666666667
2024-01-05 21:17:00+08:00,585057.8166666667
2024-01-05 21:18:00+08:00,633065.65
2024-01-05 21:19:00+08:00,641725.65
2024-01-05 21:20:00+08:00,615505.0166666667
2024-01-05 21:21:00+08:00,637220.3333333334
2024-01-05 21:22:00+08:00,646925.75
2024-01-05 21:23:00+08:00,675956.9
2024-01-05 21:24:00+08:00,676870.1
2024-01-05 21:25:00+08:00,565041.55
2024-01-05 21:26:00+08:00,614546.4333333333
2024-01-05 21:27:00+08:00,547375.5166666667
2024-01-05 21:28:00+08:00,568294.4166666666
2024-01-05 21:29:00+08:00,576439.1833333333
2024-01-05 21:30:00+08:00,510666.98333333334
2024-01-05 21:31:00+08:00,573626.7333333333
2024-01-05 21:32:00+08:00,558016.7
2024-01-05 21:33:00+08:00,613527.6166666667
2024-01-05 21:34:00+08:00,522655.65
2024-01-05 21:35:00+08:00,521038.38333333336
2024-01-05 21:36:00+08:00,532406.6833333333
2024-01-05 21:37:00+08:00,524362.0333333333
2024-01-05 21:38:00+08:00,536454.7333333333
2024-01-05 21:39:00+08:00,540905.7833333333
2024-01-05 21:40:00+08:00,520960.1
2024-01-05 21:41:00+08:00,517468.3333333333
2024-01-05 21:42:00+08:00,520384.56666666665
2024-01-05 21:43:00+08:00,536434.9833333333
2024-01-05 21:44:00+08:00,560805.1666666666
2024-01-05 21:45:00+08:00,582564.5333333333
2024-01-05 21:46:00+08:00,561752.3833333333
2024-01-05 21:47:00+08:00,573402.1333333333
2024-01-05 21:48:00+08:00,585995.55
2024-01-05 21:49:00+08:00,520292.48333333334
2024-01-05 21:50:00+08:00,514120.3
2024-01-05 21:51:00+08:00,520514.1
2024-01-05 21:52:00+08:00,564892.5166666667
2024-01-05 21:53:00+08:00,595168.0833333334
2024-01-05 21:54:00+08:00,565218.2666666667
2024-01-05 21:55:00+08:00,528068.8833333333
2024-01-05 21:56:00+08:00,563824.3333333334
2024-01-05 21:57:00+08:00,545205.8
2024-01-05 21:58:00+08:00,534495.3833333333
2024-01-05 21:59:00+08:00,528103.6333333333
2024-01-05 22:00:00+08:00,577968.0333333333
2024-01-05 22:01:00+08:00,546835.4333333333
2024-01-05 22:02:00+08:00,552037.7166666667
2024-01-05 22:03:00+08:00,590838.4166666666
2024-01-05 22:04:00+08:00,494607.2166666667
2024-01-05 22:05:00+08:00,537596.9833333333
2024-01-05 22:06:00+08:00,529216.3
2024-01-05 22:07:00+08:00,565939.3
2024-01-05 22:08:00+08:00,567480.1833333333
2024-01-05 22:09:00+08:00,558373.9666666667
2024-01-05 22:10:00+08:00,509937.56666666665
2024-01-05 22:11:00+08:00,514936.5333333333
2024-01-05 22:12:00+08:00,531023.6166666667
2024-01-05 22:13:00+08:00,525080.5
2024-01-05 22:14:00+08:00,537123.5833333334
2024-01-05 22:15:00+08:00,544505.2166666667
2024-01-05 22:16:00+08:00,560508.5
2024-01-05 22:17:00+08:00,611337.45
2024-01-05 22:18:00+08:00,554279.9666666667
2024-01-05 22:19:00+08:00,543785.3666666667
2024-01-05 22:20:00+08:00,514408.2166666667
2024-01-05 22:21:00+08:00,509504.86666666664
2024-01-05 22:22:00+08:00,549068.95
2024-01-05 22:23:00+08:00,531677.1333333333
2024-01-05 22:24:00+08:00,504005.2
2024-01-05 22:25:00+08:00,523688.9666666667
2024-01-05 22:26:00+08:00,509642.65
2024-01-05 22:27:00+08:00,513306.06666666665
2024-01-05 22:28:00+08:00,476900.63333333336
2024-01-05 22:29:00+08:00,506380.36666666664
2024-01-05 22:30:00+08:00,507668.0333333333
2024-01-05 22:31:00+08:00,507620.73333333334
2024-01-05 22:32:00+08:00,501299.7833333333
2024-01-05 22:33:00+08:00,506610.95
2024-01-05 22:34:00+08:00,545252.55
2024-01-05 22:35:00+08:00,536250.9
2024-01-05 22:36:00+08:00,522743.85
2024-01-05 22:37:00+08:00,513358.51666666666
2024-01-05 22:38:00+08:00,510227.18333333335
2024-01-05 22:39:00+08:00,495223.55
2024-01-05 22:40:00+08:00,487633.5
2024-01-05 22:41:00+08:00,472031.2833333333
2024-01-05 22:42:00+08:00,479536.63333333336
2024-01-05 22:43:00+08:00,535925.6
2024-01-05 22:44:00+08:00,477837.61666666664
2024-01-05 22:45:00+08:00,492920.85
2024-01-05 22:46:00+08:00,504588.23333333334
2024-01-05 22:47:00+08:00,498571.98333333334
2024-01-05 22:48:00+08:00,530982.45
2024-01-05 22:49:00+08:00,515137.3333333333
2024-01-05 22:50:00+08:00,500906.35
2024-01-05 22:51:00+08:00,476396.13333333336
2024-01-05 22:52:00+08:00,532979.8333333334
2024-01-05 22:53:00+08:00,537184.45
2024-01-05 22:54:00+08:00,555798.5166666667
2024-01-05 22:55:00+08:00,551028.9666666667
2024-01-05 22:56:00+08:00,528421.2666666667
2024-01-05 22:57:00+08:00,533057.2666666667
2024-01-05 22:58:00+08:00,524750.3166666667
2024-01-05 22:59:00+08:00,525017.5166666667
2024-01-05 23:00:00+08:00,532092.8833333333
2024-01-05 23:01:00+08:00,503056.98333333334
2024-01-05 23:02:00+08:00,483477.8
2024-01-05 23:03:00+08:00,493658.86666666664
2024-01-05 23:04:00+08:00,469502.11666666664
2024-01-05 23:05:00+08:00,459191.18333333335
2024-01-05 23:06:00+08:00,483807.55
2024-01-05 23:07:00+08:00,439530.1666666667
2024-01-05 23:08:00+08:00,409269.3
2024-01-05 23:09:00+08:00,443607.86666666664
2024-01-05 23:10:00+08:00,478052.01666666666
2024-01-05 23:11:00+08:00,469787.5333333333
2024-01-05 23:12:00+08:00,472936.8333333333
2024-01-05 23:13:00+08:00,446582.18333333335
2024-01-05 23:14:00+08:00,477690.1
2024-01-05 23:15:00+08:00,463305.0333333333
2024-01-05 23:16:00+08:00,454807.35
2024-01-05 23:17:00+08:00,490117.7833333333
2024-01-05 23:18:00+08:00,473919.3
2024-01-05 23:19:00+08:00,469161.7
2024-01-05 23:20:00+08:00,501448.1666666667
2024-01-05 23:21:00+08:00,540137.5666666667
2024-01-05 23:22:00+08:00,535803.1
2024-01-05 23:23:00+08:00,541312.9166666666
2024-01-05 23:24:00+08:00,538225.8333333334
2024-01-05 23:25:00+08:00,543620.0
2024-01-05 23:26:00+08:00,540131.5833333334
2024-01-05 23:27:00+08:00,569308.7666666667
2024-01-05 23:28:00+08:00,508960.3333333333
2024-01-05 23:29:00+08:00,497343.5
2024-01-05 23:30:00+08:00,501392.3
2024-01-05 23:31:00+08:00,516831.9
2024-01-05 23:32:00+08:00,550617.2
2024-01-05 23:33:00+08:00,534378.0166666667
2024-01-05 23:34:00+08:00,527920.75
2024-01-05 23:35:00+08:00,512693.25
2024-01-05 23:36:00+08:00,513613.56666666665
2024-01-05 23:37:00+08:00,525027.7166666667
2024-01-05 23:38:00+08:00,512090.35
2024-01-05 23:39:00+08:00,499563.0833333333
2024-01-05 23:40:00+08:00,506269.8
2024-01-05 23:41:00+08:00,533717.6333333333
2024-01-05 23:42:00+08:00,499086.5833333333
2024-01-05 23:43:00+08:00,494028.0
2024-01-05 23:44:00+08:00,511930.75
2024-01-05 23:45:00+08:00,468744.2
2024-01-05 23:46:00+08:00,474868.2
2024-01-05 23:47:00+08:00,529169.9333333333
2024-01-05 23:48:00+08:00,536744.45
2024-01-05 23:49:00+08:00,579948.0333333333
2024-01-05 23:50:00+08:00,523400.8
2024-01-05 23:51:00+08:00,503931.55
2024-01-05 23:52:00+08:00,530176.45
2024-01-05 23:53:00+08:00,546258.7666666667
2024-01-05 23:54:00+08:00,568328.4
2024-01-05 23:55:00+08:00,532150.9166666666
2024-01-05 23:56:00+08:00,518247.5
2024-01-05 23:57:00+08:00,525520.05
2024-01-05 23:58:00+08:00,516785.45
2024-01-05 23:59:00+08:00,499079.56666666665
2024-01-06 00:00:00+08:00,522137.63333333336
2024-01-06 00:01:00+08:00,533675.6
2024-01-06 00:02:00+08:00,526909.3166666667
2024-01-06 00:03:00+08:00,537950.1833333333
2024-01-06 00:04:00+08:00,530046.3166666667
2024-01-06 00:05:00+08:00,476419.75
2024-01-06 00:06:00+08:00,511718.01666666666
2024-01-06 00:07:00+08:00,488080.68333333335
2024-01-06 00:08:00+08:00,489420.6
2024-01-06 00:09:00+08:00,477012.9166666667
2024-01-06 00:10:00+08:00,486982.9166666667
2024-01-06 00:11:00+08:00,490822.56666666665
2024-01-06 00:12:00+08:00,540868.85
2024-01-06 00:13:00+08:00,508223.8333333333
2024-01-06 00:14:00+08:00,518780.85
2024-01-06 00:15:00+08:00,488540.7166666667
2024-01-06 00:16:00+08:00,494108.1
2024-01-06 00:17:00+08:00,428697.88333333336
2024-01-06 00:18:00+08:00,461889.01666666666
2024-01-06 00:19:00+08:00,511380.15
2024-01-06 00:20:00+08:00,483598.51666666666
2024-01-06 00:21:00+08:00,504409.7
2024-01-06 00:22:00+08:00,510095.7
2024-01-06 00:23:00+08:00,442966.8333333333
2024-01-06 00:24:00+08:00,487775.25
2024-01-06 00:25:00+08:00,462361.4
2024-01-06 00:26:00+08:00,487861.3333333333
2024-01-06 00:27:00+08:00,508138.05
2024-01-06 00:28:00+08:00,503542.0333333333
2024-01-06 00:29:00+08:00,473060.38333333336
2024-01-06 00:30:00+08:00,461264.3
2024-01-06 00:31:00+08:00,475060.73333333334
2024-01-06 00:32:00+08:00,454266.3333333333
2024-01-06 00:33:00+08:00,505763.0833333333
2024-01-06 00:34:00+08:00,483867.01666666666
2024-01-06 00:35:00+08:00,455774.06666666665
2024-01-06 00:36:00+08:00,438689.36666666664
2024-01-06 00:37:00+08:00,457900.45
2024-01-06 00:38:00+08:00,462189.25
2024-01-06 00:39:00+08:00,448497.9666666667
2024-01-06 00:40:00+08:00,467216.0
2024-01-06 00:41:00+08:00,435844.11666666664
2024-01-06 00:42:00+08:00,461951.8
2024-01-06 00:43:00+08:00,440711.0333333333
2024-01-06 00:44:00+08:00,429863.86666666664
2024-01-06 00:45:00+08:00,440533.2833333333
2024-01-06 00:46:00+08:00,441806.1666666667
2024-01-06 00:47:00+08:00,459562.15
2024-01-06 00:48:00+08:00,434875.65
2024-01-06 00:49:00+08:00,433882.2166666667
2024-01-06 00:50:00+08:00,449321.61666666664
2024-01-06 00:51:00+08:00,458203.81666666665
2024-01-06 00:52:00+08:00,431155.55
2024-01-06 00:53:00+08:00,449925.4166666667
2024-01-06 00:54:00+08:00,457571.6
2024-01-06 00:55:00+08:00,442391.2166666667
2024-01-06 00:56:00+08:00,472125.81666666665
2024-01-06 00:57:00+08:00,443312.01666666666
2024-01-06 00:58:00+08:00,419817.88333333336
2024-01-06 00:59:00+08:00,418537.2166666667
2024-01-06 01:00:00+08:00,451170.73333333334
2024-01-06 01:01:00+08:00,452500.11666666664
2024-01-06 01:02:00+08:00,432889.7
2024-01-06 01:03:00+08:00,440910.73333333334
2024-01-06 01:04:00+08:00,418323.7833333333
2024-01-06 01:05:00+08:00,418305.61666666664
2024-01-06 01:06:00+08:00,452152.01666666666
2024-01-06 01:07:00+08:00,415996.76666666666
2024-01-06 01:08:00+08:00,455518.31666666665
2024-01-06 01:09:00+08:00,458872.6666666667
2024-01-06 01:10:00+08:00,442927.9
2024-01-06 01:11:00+08:00,470782.88333333336
2024-01-06 01:12:00+08:00,457268.25
2024-01-06 01:13:00+08:00,440748.25
2024-01-06 01:14:00+08:00,456167.45
2024-01-06 01:15:00+08:00,419325.0
2024-01-06 01:16:00+08:00,427468.51666666666
2024-01-06 01:17:00+08:00,406094.5
2024-01-06 01:18:00+08:00,414582.43333333335
2024-01-06 01:19:00+08:00,415063.6
2024-01-06 01:20:00+08:00,384911.98333333334
2024-01-06 01:21:00+08:00,391291.86666666664
2024-01-06 01:22:00+08:00,413718.75
2024-01-06 01:23:00+08:00,458359.61666666664
2024-01-06 01:24:00+08:00,446262.0833333333
2024-01-06 01:25:00+08:00,425804.48333333334
2024-01-06 01:26:00+08:00,410731.13333333336
2024-01-06 01:27:00+08:00,393098.0333333333
2024-01-06 01:28:00+08:00,413643.0333333333
2024-01-06 01:29:00+08:00,412354.0833333333
2024-01-06 01:30:00+08:00,395361.5333333333
2024-01-06 01:31:00+08:00,396514.56666666665
2024-01-06 01:32:00+08:00,385874.7833333333
2024-01-06 01:33:00+08:00,447312.0333333333
2024-01-06 01:34:00+08:00,401511.26666666666
2024-01-06 01:35:00+08:00,370450.4666666667
2024-01-06 01:36:00+08:00,401834.11666666664
2024-01-06 01:37:00+08:00,382982.2166666667
2024-01-06 01:38:00+08:00,390261.75
2024-01-06 01:39:00+08:00,368642.2166666667
2024-01-06 01:40:00+08:00,356643.13333333336
2024-01-06 01:41:00+08:00,358773.75
2024-01-06 01:42:00+08:00,356952.61666666664
2024-01-06 01:43:00+08:00,388458.06666666665
2024-01-06 01:44:00+08:00,383699.8333333333
2024-01-06 01:45:00+08:00,383170.11666666664
2024-01-06 01:46:00+08:00,383228.88333333336
2024-01-06 01:47:00+08:00,335681.98333333334
2024-01-06 01:48:00+08:00,345894.61666666664
2024-01-06 01:49:00+08:00,360132.6
2024-01-06 01:50:00+08:00,360815.68333333335
2024-01-06 01:51:00+08:00,345191.63333333336
2024-01-06 01:52:00+08:00,381215.1666666667
2024-01-06 01:53:00+08:00,356849.4166666667
2024-01-06 01:54:00+08:00,366654.85
2024-01-06 01:55:00+08:00,389260.51666666666
2024-01-06 01:56:00+08:00,343444.95
2024-01-06 01:57:00+08:00,323741.51666666666
2024-01-06 01:58:00+08:00,335118.81666666665
2024-01-06 01:59:00+08:00,348791.18333333335
2024-01-06 02:00:00+08:00,356008.45
2024-01-06 02:01:00+08:00,369717.48333333334
2024-01-06 02:02:00+08:00,351389.63333333336
2024-01-06 02:03:00+08:00,363384.35
2024-01-06 02:04:00+08:00,367831.45
2024-01-06 02:05:00+08:00,355877.81666666665
2024-01-06 02:06:00+08:00,347403.75
2024-01-06 02:07:00+08:00,376912.11666666664
2024-01-06 02:08:00+08:00,337200.0
2024-01-06 02:09:00+08:00,380227.7166666667
2024-01-06 02:10:00+08:00,367486.2833333333
2024-01-06 02:11:00+08:00,373981.26666666666
2024-01-06 02:12:00+08:00,373399.9666666667
2024-01-06 02:13:00+08:00,370355.85
2024-01-06 02:14:00+08:00,327189.05
2024-01-06 02:15:00+08:00,331890.2833333333
2024-01-06 02:16:00+08:00,351936.13333333336
2024-01-06 02:17:00+08:00,322217.01666666666
2024-01-06 02:18:00+08:00,355400.63333333336
2024-01-06 02:19:00+08:00,361738.85
2024-01-06 02:20:00+08:00,336893.5
2024-01-06 02:21:00+08:00,351757.7833333333
2024-01-06 02:22:00+08:00,392294.48333333334
2024-01-06 02:23:00+08:00,337796.18333333335
2024-01-06 02:24:00+08:00,365224.06666666665
2024-01-06 02:25:00+08:00,355658.48333333334
2024-01-06 02:26:00+08:00,360642.6
2024-01-06 02:27:00+08:00,342803.36666666664
2024-01-06 02:28:00+08:00,356616.01666666666
2024-01-06 02:29:00+08:00,358615.0833333333
2024-01-06 02:30:00+08:00,345488.8333333333
2024-01-06 02:31:00+08:00,341851.86666666664
2024-01-06 02:32:00+08:00,320282.5333333333
2024-01-06 02:33:00+08:00,331953.06666666665
2024-01-06 02:34:00+08:00,295517.26666666666
2024-01-06 02:35:00+08:00,307393.4666666667
2024-01-06 02:36:00+08:00,329214.5833333333
